symbol	file	mentions
Compl	AlbanianSQI/GF/lib/src/albanian/ExtendSqi.gf	4
Compl	AlbanianSQI/GF/lib/src/albanian/ExtendSqiVPS.gf	2
Compl	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	5
Compl	AlbanianSQI/GF/lib/src/albanian/StructuralSqiClause.gf	21
Compl	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	1
Prep	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	1
Prep	AlbanianSQI/GF/lib/src/albanian/DictSqiAbs.gf	12
Prep	AlbanianSQI/GF/lib/src/albanian/ExtendSqi.gf	4
Prep	AlbanianSQI/GF/lib/src/albanian/ExtendSqiFocusPrep.gf	1
Prep	AlbanianSQI/GF/lib/src/albanian/ExtendSqiHelpers.gf	1
Prep	AlbanianSQI/GF/lib/src/albanian/ExtendSqiRNP.gf	3
Prep	AlbanianSQI/GF/lib/src/albanian/LexiconSqi.gf	4
Prep	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	47
Prep	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	4
Prep	AlbanianSQI/GF/lib/src/morphodict/MorphoDictSqi.gf	1
Prep	AlbanianSQI/GF/lib/src/morphodict/MorphoDictSqiAbs.gf	21
